strain	date	clade_membership	country	geoloc_9cat	region	sequenced_by_2cat	virus	accession	division	CLF_A_EXPOSURE	CONF_A_EXPOSURE
MT304490	2020-03-01	20A	USA	North America	North America	External	ncov		Texas		
MT325587	2020-03-04	20A	USA	North America	North America	External	ncov		Maryland		
MT459849	2020-03-09	20A	Greece	Europe	Europe	External	ncov		Athens		
MT459908	2020-03-10	20A	Greece	Europe	Europe	External	ncov		Athens		
MT325604	2020-03-06	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT325622	2020-03-04	20A	USA	North America	North America	External	ncov		New Jersey		
MT344957	2020-03-07	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT344958	2020-03-07	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT344955	2020-03-08	20A	USA	North America	North America	External	ncov		Ohio		
MT344956	2020-03-07	20A	USA	North America	North America	External	ncov		Ohio		
MT459917	2020-03-10	20A	Greece	Europe	Europe	External	ncov		Athens		
MT412212	2020-03-26	20A	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00597	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT251974	2020-03-12	20A	USA	North America	North America	External	ncov		Connecticut		
MT451532	2020-03-29	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451457	2020-03-28	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT326036	2020-03-23	20A	USA	North America	North America	External	ncov				
MT345851	2020-03-25	20A	USA	WA	North America	External	ncov		Washington		
MA_MGH_00585	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT412279	2020-04-05	20A	USA	North America	North America	External	ncov		Connecticut		
MT412307	2020-03-29	20A	USA	North America	North America	External	ncov		Oregon		
MT326089	2020-03-21	20A	USA	North America	North America	External	ncov				
MT412283	2020-04-04	20A	USA	North America	North America	External	ncov		Connecticut		
MT358669	2020-03-29	20A	USA	WA	North America	External	ncov		Washington		
MT358735	2020-03-28	20A	USA	WA	North America	External	ncov		Washington		
MT461664	2020-04-02	20A	USA	North America	North America	External	ncov		Connecticut		
MT412274	2020-04-04	20A	USA	North America	North America	External	ncov		Connecticut		
MT412282	2020-04-04	20A	USA	North America	North America	External	ncov		Connecticut		
MT326082	2020-03-23	20A	USA	North America	North America	External	ncov				
MT412162	2020-03-19	20A	USA	North America	North America	External	ncov		Michigan		
MT419822	2020-04-01	20A	Puerto Rico	North America	North America	External	ncov				
MT370851	2020-03-18	20A	USA	NY	North America	External	ncov		New York		
MT370999	2020-03-20	20A	USA	NY	North America	External	ncov		New York		
MT412152	2020-03-17	20A	USA	North America	North America	External	ncov		Michigan		
MT370979	2020-03-21	20A	USA	NY	North America	External	ncov		New York		
MT370978	2020-03-22	20A	USA	NY	North America	External	ncov		New York		
MT412166	2020-03-19	20A	USA	North America	North America	External	ncov		Michigan		
MT451102	2020-03-19	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451239	2020-03-20	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370948	2020-03-20	20A	USA	NY	North America	External	ncov		New York		
MT370876	2020-03-17	20A	USA	NY	North America	External	ncov		New York		
MT435081	2020-04-13	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT435082	2020-04-13	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT450946	2020-03-10	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT263432	2020-03-24	20A	USA	WA	North America	External	ncov		Washington		
MT326025	2020-03-24	20A	USA	North America	North America	External	ncov				
MT412202	2020-03-26	20A	USA	North America	North America	External	ncov		Michigan		
MT439307	2020-03-27	20A	USA	North America	North America	External	ncov		Michigan		
MT412191	2020-03-23	20A	USA	North America	North America	External	ncov		Michigan		
MT370966	2020-03-19	20A	USA	NY	North America	External	ncov		New York		
MT326189	2020-03-18	20A	USA	North America	North America	External	ncov				
MT259265	2020-03-13	20A	USA	WA	North America	External	ncov		Washington		
MT370930	2020-03-22	20A	USA	NY	North America	External	ncov		New York		
MT370939	2020-03-19	20A	USA	NY	North America	External	ncov		New York		
MT412217	2020-03-30	20A	USA	North America	North America	External	ncov		Michigan		
MT412200	2020-03-26	20A	USA	North America	North America	External	ncov		Michigan		
MT451474	2020-03-27	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451632	2020-03-30	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451514	2020-03-30	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT439318	2020-03-27	20A	USA	North America	North America	External	ncov		Michigan		
MA_MGH_00178	2020-03-26	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT308700	2020-03-12	20A	USA	North America	North America	External	ncov		Michigan		
MT370907	2020-03-17	20A	USA	NY	North America	External	ncov		New York		
MT451715	2020-04-03	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT412222	2020-03-30	20A	USA	North America	North America	External	ncov		Michigan		
MT439239	2020-03-12	20A	USA	North America	North America	External	ncov		Michigan		
MT451150	2020-03-21	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT345825	2020-03-25	20A	USA	WA	North America	External	ncov		Washington		
MT358729	2020-03-31	20A	USA	WA	North America	External	ncov		Washington		
MT326161	2020-03-21	20A	USA	North America	North America	External	ncov				
MT385441	2020-03-25	20A	USA	North America	North America	External	ncov		California		
MA_MGH_00225	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT344953	2020-03-04	20A	USA	North America	North America	External	ncov		Maryland		
MT459897	2020-03-05	20A	Greece	Europe	Europe	External	ncov		Athens		
MT325612	2020-03-08	20A	USA	North America	North America	External	ncov		Virginia		
MT325611	2020-03-08	20A	USA	North America	North America	External	ncov		Virginia		
MT451015	2020-03-17	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT370846	2020-03-16	20A	USA	NY	North America	External	ncov		New York		
MT412272	2020-04-06	20A	USA	WA	North America	External	ncov		Washington		
MT412264	2020-04-07	20A	USA	North America	North America	External	ncov		Connecticut		
MT304491	2020-03-01	20A	USA	North America	North America	External	ncov		Texas		
MT325603	2020-03-09	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT439231	2020-03-10	20A	USA	North America	North America	External	ncov		Michigan		
MT451403	2020-03-25	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT246480	2020-03-13	20A	USA	WA	North America	External	ncov		Washington		
MT370994	2020-03-20	20A	USA	NY	North America	External	ncov		New York		
MT370938	2020-03-21	20A	USA	NY	North America	External	ncov		New York		
MT370974	2020-03-22	20A	USA	NY	North America	External	ncov		New York		
MT451387	2020-03-24	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT457402	2020-03-24	20A	India	Asia	Asia	External	ncov		Hyderabad		
MT451755	2020-04-08	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451442	2020-03-29	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00210	2020-03-27	20A	USA	MA	North America	Broad	ncov		New Hampshire		
MT451876	2020-04-26	20A	India	Asia	Asia	External	ncov		Surat		
MT467251	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467255	2020-04-30	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467261	2020-05-04	20A	India	Asia	Asia	External	ncov		Modasa		
MT467262	2020-05-04	20A	India	Asia	Asia	External	ncov		Modasa		
MT451885	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467237	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467239	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467259	2020-05-02	20A	India	Asia	Asia	External	ncov		Prantij		
MT467246	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467254	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT435085	2020-04-22	20A	India	Asia	Asia	External	ncov		Gandhinagar		
MT467243	2020-04-30	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT451881	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT451882	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT451888	2020-04-26	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467263	2020-05-04	20A	India	Asia	Asia	External	ncov		Dhansura		
MT467245	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467248	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467253	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467258	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT467256	2020-04-29	20A	India	Asia	Asia	External	ncov		Ahmedabad		
MT293197	2020-03-19	20A	USA	WA	North America	External	ncov		Washington		
MA_MGH_00188	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00639	2020-04-03	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00695	2020-04-06	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00562	2020-03-22	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00159	2020-03-26	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00706	2020-04-07	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00656	2020-04-01	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00200	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00050	2020-03-24	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00602	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00062	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00649	2020-04-02	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00670	2020-04-04	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00016	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00485	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00156	2020-03-26	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00067	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00633	2020-04-02	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00690	2020-04-06	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT370886	2020-03-17	20A	USA	NY	North America	External	ncov		New York		
MT374115	2020-03-18	20A	Taiwan	Asia	Asia	External	ncov				
MT370879	2020-03-17	20A	USA	NY	North America	External	ncov		New York		
MT459892	2020-03-18	20A	Greece	Europe	Europe	External	ncov		Athens		
MT451415	2020-03-27	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT371026	2020-03-19	20A	USA	NY	North America	External	ncov		New York		
MT370883	2020-03-18	20A	USA	NY	North America	External	ncov		New York		
MT451529	2020-03-29	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT375474	2020-04-06	20A	USA	North America	North America	External	ncov		Connecticut		
MT444600	2020-04-07	20A	USA	North America	North America	External	ncov				
MT444627	2020-04-14	20A	USA	North America	North America	External	ncov				
MT444618	2020-04-15	20A	USA	North America	North America	External	ncov				
MT444606	2020-04-08	20A	USA	North America	North America	External	ncov				
MT444625	2020-04-15	20A	USA	North America	North America	External	ncov				
MT370943	2020-03-21	20A	USA	NY	North America	External	ncov		New York		
MA_MGH_00028	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00023	2020-03-24	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT345856	2020-03-25	20A	USA	WA	North America	External	ncov		Washington		
MT451324	2020-03-26	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT429189	2020-04-08	20A	USA	North America	North America	External	ncov		Wisconsin		
MT371036	2020-03-20	20A	USA	NY	North America	External	ncov		New York		
MT370975	2020-03-19	20A	USA	NY	North America	External	ncov		New York		
MA_MGH_00718	2020-04-08	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT451553	2020-03-31	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451795	2020-03-31	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451589	2020-04-04	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451585	2020-04-04	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451782	2020-04-09	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451809	2020-04-01	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451784	2020-04-10	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT429191	2020-04-06	20A	USA	North America	North America	External	ncov		Wisconsin		
MT325565	2020-03-02	20A	USA	North America	North America	External	ncov		Florida		
MT325564	2020-03-06	20A	USA	North America	North America	External	ncov		Florida		
MT460115	2020-04-27	20A	USA	North America	North America	External	ncov		California		
MT460114	2020-04-27	20A	USA	North America	North America	External	ncov		California		
MT460121	2020-04-27	20A	USA	North America	North America	External	ncov		California		
MT460129	2020-04-30	20A	USA	North America	North America	External	ncov		California		
MT460139	2020-04-30	20A	USA	North America	North America	External	ncov		California		
MT370967	2020-03-21	20A	USA	NY	North America	External	ncov		New York		
MT325640	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MA_MGH_00199	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT334569	2020-03-27	20A	USA	North America	North America	External	ncov		Utah		
MT451133	2020-03-21	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451069	2020-03-18	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT325635	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MA_MGH_00495	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00203	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00211	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT344950	2020-03-07	20A	USA	North America	North America	External	ncov		Indiana		
MT344951	2020-03-08	20A	USA	North America	North America	External	ncov		Indiana		
MT344952	2020-03-09	20A	USA	North America	North America	External	ncov		Indiana		
MA_MGH_00086	2020-03-24	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00622	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00499	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT451569	2020-03-24	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451803	2020-04-01	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451009	2020-03-16	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451199	2020-03-23	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451098	2020-03-19	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MT451103	2020-03-19	20A	Australia	Oceania	Oceania	External	ncov		Victoria		
MA_MGH_00181	2020-03-26	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00227	2020-04-05	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00525	2020-03-18	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00208	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00497	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00056	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00516	2020-03-14	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00533	2020-03-18	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00542	2020-03-19	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00510	2020-03-11	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00598	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT263433	2020-03-13	20A	USA	North America	North America	External	ncov		Illinois		
MA_MGH_00579	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00097	2020-03-24	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00557	2020-03-22	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00501	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00166	2020-03-26	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT259242	2020-03-14	20A	USA	North America	North America	External	ncov		Connecticut		
MT325631	2020-03-05	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325585	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325601	2020-03-07	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT325590	2020-03-07	20A	USA	North America	North America	External	ncov		North Carolina		
MT325583	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325584	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325630	2020-03-05	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325633	2020-03-04	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325580	2020-03-06	20A	USA	North America	North America	External	ncov		Kansas		
MT325637	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325632	2020-03-04	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325582	2020-03-05	20A	USA	MA	North America	External	ncov		Massachusetts		
MT325602	2020-03-08	20A	USA	North America	North America	External	ncov		Pennsylvania		
MT325616	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MA_MGH_00553	2020-03-20	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00013	2020-03-23	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT444591	2020-04-06	20A	USA	North America	North America	External	ncov				
MA_MGH_00637	2020-04-03	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00486	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00669	2020-04-04	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00136	2020-03-25	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MT325638	2020-03-06	20A	USA	MA	North America	External	ncov		Massachusetts		
MA_MGH_00716	2020-04-08	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00613	2020-03-28	20A	USA	MA	North America	Broad	ncov		Massachusetts		
MA_MGH_00492	2020-03-27	20A	USA	MA	North America	Broad	ncov		Massachusetts		
